"","intensity","load"
"1115",15793.6328125,4
"1116",15726.27734375,0
"1117",13182.197265625,4
"1118",13056,0
"1119",14374,0
"1120",15176.478515625,2
"1121",13999.9086914062,1
"1122",15825.0234375,0
"1123",15178.4560546875,3
"1124",12012.3510742188,0
"1125",13979.296875,1
"1126",12407.466796875,0
"1127",11507.3247070312,0
"1128",11171.1015625,4
"1129",14536.34765625,3
"1130",12001.5126953125,1
"1131",15616,4
"1132",14918.8818359375,0
"1133",14620.5620117188,0
"1134",12658.8408203125,0
"1135",13989.1611328125,0
"1136",14459.87109375,0
"1137",14246.603515625,0
"1138",12490.2583007812,0
"1139",10938.181640625,0
"1140",14773.302734375,4
"1141",15378.044921875,4
"1142",12856.4072265625,0
"1143",15083.0673828125,0
"1144",14596.7412109375,3
"1145",15893.7514648438,2
"1146",11237.98828125,1
"1147",10458.947265625,1
"1148",14381.1767578125,3
"1149",10608.94140625,0
"1150",15758.3051757812,1
"1151",8152.888671875,0
"1152",13620.8129882812,4
"1153",15601.06640625,0
"1154",12890.3720703125,3
"1155",14808.4575195312,3
"1156",15316.7446289062,0
"1157",12808.904296875,1
"1158",15824.5927734375,0
"1159",14894.873046875,0
"1160",14999.7041015625,4
"1161",12996.935546875,1
"1162",14971.8579101562,4
"1163",14328.2924804688,0
"1164",11626.4580078125,3
"1165",14864,0
"1166",15941.818359375,1
"1167",13687.2739257812,0
"1168",15426.20703125,0
"1169",13470.3315429688,0
"1170",10970.2734375,0
"1171",12582.8857421875,0
"1172",15667.3989257812,1
"1173",15654.0737304688,0
"1174",13093.6474609375,0
"1175",13121.5556640625,0
"1176",12629.3330078125,0
"1177",15616,4
"1178",15357.984375,3
"1179",14013.8901367188,2
"1180",15851.3061523438,3
"1181",12416.7114257812,0
"1182",12604.7377929688,1
"1183",13064.8271484375,4
"1184",10772.7236328125,0
"1185",12024.4418945312,0
"1186",11363.9873046875,3
"1187",13691.328125,3
"1188",14354.2685546875,4
"1189",13303.873046875,3
"1190",15912.4208984375,0
"1191",14976,4
"1192",11767.4672851562,0
"1193",13304.2607421875,0
"1194",10980.3740234375,2
"1195",15015.494140625,3
"1196",14867.82421875,0
"1197",12197.2197265625,3
"1198",15096.888671875,4
"1199",15090.0361328125,1
"1200",13771.0341796875,0
"1201",14986.0673828125,3
"1202",15829.1381835938,2
"1203",13721.599609375,3
"1204",13715.5966796875,0
"1205",14884.5712890625,0
"1206",14080,3
"1207",11849.3579101562,0
"1208",14155.7880859375,0
"1209",12022.9321289062,0
"1210",12546.4213867188,0
"1211",14513.8725585938,4
"1212",12697.251953125,0
"1213",12965.6474609375,4
"1214",13411.7265625,1
"1215",15699.416015625,1
"1216",15347.8095703125,4
"1217",13314.9028320312,1
"1218",14252.3383789062,0
"1219",13929.0981445312,0
"1220",15713.8828125,1
"1221",11502.6005859375,0
"1222",15784.2646484375,0
"1223",14413.576171875,3
"1224",15805.1298828125,0
"1225",13753.755859375,0
"1226",12565.8432617188,0
"1227",13708.38671875,0
"1228",14073.2202148438,1
"1229",12428.7998046875,3
"1230",15959.6396484375,0
"1231",13353.9438476562,0
"1232",13238.2373046875,0
"1233",15780.345703125,3
"1234",15068.4536132812,0
"1235",14230.587890625,0
"1236",13448.8662109375,0
"1237",11095.9033203125,0
"1238",15450.2099609375,2
"1239",14734.22265625,0
"1240",14016,0
"1241",15038.1713867188,4
"1242",10810.1640625,1
"1243",15815.8955078125,0
"1244",14235.8544921875,0
"1245",14252.8828125,0
"1246",12714.0737304688,2
"1247",14936.7270507812,0
"1248",15589.052734375,0
"1249",14543.05859375,0
"1250",14166.2607421875,1
"1251",15249.6552734375,1
"1252",14782.171875,0
"1253",15052.6767578125,0
"1254",14192.94140625,1
"1255",13324.1904296875,2
"1256",14804.296875,0
"1257",13770.4189453125,1
"1258",13012.7573242188,1
"1259",15971.265625,4
"1260",14401.48828125,2
"1261",15585.08203125,4
"1262",11746.623046875,1
"1263",14413.576171875,0
"1264",15424,0
"1265",16061.814453125,3
"1266",12539.4692382812,0
"1267",10442,0
"1268",15861.2436523438,0
"1269",15725.7138671875,0
"1270",13373.6171875,0
"1271",11824.607421875,0
"1272",11993.98046875,3
"1273",11250.2861328125,0
"1274",15728.390625,2
"1275",14127.54296875,0
"1276",15224.3896484375,3
"1277",14561.0546875,0
"1278",10860.3076171875,0
"1279",14161.919921875,3
"1280",14756.8916015625,2
"1281",10602.3388671875,1
"1282",14606.951171875,0
"1283",15685.3828125,0
"1284",13194.8798828125,0
"1285",14246.0537109375,2
"1286",15297.4575195312,0
"1287",15106.5600585938,4
"1288",14610.1171875,3
"1289",12267.57421875,3
"1290",11762.626953125,0
"1291",15748.7412109375,4
"1292",10213.4936523438,0
"1293",14694.0112304688,1
"1294",14933.9301757812,0
"1295",13700.9604492188,4
"1296",13597.7294921875,0
"1297",14809.2841796875,0
"1298",14803.2451171875,0
"1299",15763.2001953125,3
"1300",13388,2
"1301",11881.8134765625,0
"1302",12937.845703125,4
"1303",13264.5927734375,4
"1304",14749.95703125,3
"1305",13772.7998046875,3
"1306",13586.3251953125,3
"1307",15737.599609375,4
"1308",12906.5122070312,3
"1309",13049.0810546875,3
"1310",15691.2939453125,0
"1311",11309.7602539062,2
"1312",13051.4711914062,3
"1313",12312.701171875,0
"1314",14770.423828125,1
"1315",15656.5546875,4
"1316",12636.439453125,0
"1317",15679.78515625,4
"1318",12803.4868164062,0
"1319",13496.888671875,0
"1320",13759.8325195312,4
"1321",14468.2197265625,0
"1322",15872,0
"1323",15832.412109375,0
"1324",15443.3466796875,0
"1325",13205.2021484375,0
"1326",13914.708984375,0
"1327",15798.1059570312,0
"1328",13786.380859375,2
"1329",15578.1762695312,0
"1330",13714.759765625,1
"1331",12857.5283203125,0
"1332",14570.6860351562,0
"1333",14673.6762695312,4
"1334",12545.2202148438,0
"1335",8691.8095703125,2
"1336",12135.55078125,3
"1337",14876.4443359375,0
"1338",12306.0576171875,0
"1339",15177.6435546875,3
"1340",13654.05078125,0
"1341",14159.900390625,3
"1342",15438.2890625,4
"1343",15051.9326171875,1
"1344",13237.3330078125,4
"1345",12051.9111328125,0
"1346",15001.0078125,0
"1347",13832.7690429688,3
"1348",15096.580078125,0
"1349",15302.193359375,0
"1350",14608.3408203125,2
"1351",12115.876953125,9
"1352",13984.1059570312,2
"1353",14938.6669921875,0
"1354",13104.5517578125,0
"1355",12549.6884765625,0
"1356",13131.236328125,0
"1357",12048.5502929688,0
"1358",14072.033203125,0
"1359",12708.5712890625,0
"1360",15074.3227539062,0
"1361",14829.1767578125,0
"1362",15318.361328125,0
"1363",13215.45703125,1
"1364",13959.7680664062,4
"1365",12753.7626953125,0
"1366",12067.6337890625,3
"1367",13015.771484375,0
"1368",14577.77734375,0
"1369",15843.5556640625,4
"1370",15502.1528320312,0
"1371",14104.380859375,0
"1372",11651.2001953125,0
"1373",14014.3354492188,1
"1374",15509.736328125,3
"1375",13226.6669921875,0
"1376",13206.857421875,3
"1377",14205.4404296875,2
"1378",14035.1103515625,3
"1379",15597.7138671875,0
"1380",13485.1767578125,2
"1381",14129.6083984375,1
"1382",14957.7138671875,0
"1383",14542.3706054688,4
"1384",13294.4658203125,0
"1385",13546.3359375,4
"1386",15780.9140625,3
"1387",12117.064453125,2
"1388",14766.376953125,4
"1389",14538.376953125,3
"1390",13705.724609375,2
"1391",14623.23828125,4
"1392",12693.2163085938,1
"1393",15080.1865234375,4
"1394",9109.6103515625,0
"1395",15090.3754882812,0
"1396",12373.1079101562,0
"1397",14061.494140625,0
"1398",15650.7958984375,4
"1399",14236.8671875,0
"1400",13973.8403320312,0
"1401",12874.5610351562,0
"1402",14950.2338867188,0
"1403",14729.599609375,0
"1404",12220.322265625,4
"1405",15717.109375,0
"1406",14805.603515625,1
"1407",13995.7265625,0
"1408",13968.068359375,0
"1409",14261.0908203125,0
"1410",13955.58203125,0
"1411",14576.76171875,0
"1412",12381.3642578125,0
"1413",12641.3383789062,2
"1414",14327.861328125,4
"1415",13064.4580078125,0
"1416",14061.9716796875,2
"1417",9805.14599609375,0
"1418",13464.4975585938,1
"1419",15315.4907226562,0
"1420",15111.638671875,0
"1421",13140.29296875,0
"1422",11577.6904296875,0
"1423",12773.517578125,0
"1424",13952.9921875,1
"1425",15317.4404296875,4
"1426",15570.2861328125,0
"1427",13312,1
"1428",13883.3916015625,0
"1429",14307.5556640625,1
"1430",14626.3295898438,2
"1431",13391.5234375,0
"1432",12809.845703125,0
"1433",12697.599609375,1
"1434",15552,1
"1435",14406.220703125,0
"1436",13666.583984375,0
"1437",14387.0141601562,0
"1438",13055.3671875,3
"1439",14291.5322265625,2
"1440",15120,3
"1441",13604.248046875,4
"1442",13079.87109375,3
"1443",14734.4516601562,4
"1444",15854.93359375,0
"1445",13610.2412109375,4
"1446",15507.7109375,3
"1447",15825.9448242188,3
"1448",12834.1420898438,0
"1449",11933.828125,0
"1450",11042.7885742188,2
"1451",15103.6987304688,1
"1452",15468.064453125,3
"1453",14494.6577148438,0
"1454",13610,1
"1455",13434.9248046875,0
"1456",10869.6220703125,1
"1457",13950.958984375,0
"1458",15941.818359375,3
"1459",14484.48046875,0
"1460",13541.517578125,4
"1461",12733.2880859375,2
"1462",15360,1
"1463",14347.1303710938,0
"1464",12619.71875,0
"1465",15681.31640625,2
"1466",13571.408203125,0
"1467",15497.115234375,0
"1468",13107.7670898438,1
"1469",14452.6528320312,4
"1470",14300.7436523438,4
"1471",13972.6303710938,0
"1472",15363.4130859375,3
"1473",14299.947265625,0
"1474",15700.55859375,4
"1475",10573.6630859375,0
"1476",11182.3447265625,0
"1477",14370.9091796875,3
"1478",13628.2534179688,0
"1479",14234.4370117188,0
"1480",15986.7587890625,4
"1481",14501.7045898438,0
"1482",14199.3715820312,3
"1483",9765.2978515625,0
"1484",12786.68359375,0
"1485",11865.3149414062,0
"1486",15349.5048828125,4
"1487",15896.7744140625,0
"1488",13888.2861328125,0
"1489",15835.4287109375,3
"1490",13364.69921875,0
"1491",13891.5610351562,1
"1492",13448.041015625,0
"1493",15831.4877929688,3
"1494",12845.0107421875,1
"1495",15749.8637695312,0
"1496",15165.4404296875,0
"1497",14068.8212890625,0
"1498",15046.15625,3
"1499",15472.8227539062,1
"1500",12710.400390625,1
"1501",15156.7890625,3
"1502",12687.1396484375,4
"1503",14833.37109375,0
"1504",15365.447265625,2
"1505",12731.6533203125,3
"1506",13407.3193359375,0
"1507",14499.49609375,1
"1508",12580.8818359375,3
"1509",15111.6796875,2
"1510",14219.8154296875,4
"1511",11885.7138671875,0
"1512",10407.724609375,2
"1513",15700.59765625,4
"1514",15976.2958984375,0
"1515",13340.09375,0
"1516",12818.2861328125,0
"1517",15755.63671875,0
"1518",12996.3837890625,2
"1519",14156.1083984375,0
"1520",11864,4
"1521",14562.1337890625,0
"1522",12173.0615234375,0
"1523",10805.3330078125,1
"1524",14800.841796875,0
"1525",11010.7231445312,0
"1526",12136.6025390625,1
"1527",11646.2705078125,0
"1528",15144.0639648438,0
"1529",15647.3569335938,3
"1530",14883.849609375,1
"1531",15867.87109375,0
"1532",13018.8388671875,4
"1533",14092.3369140625,0
"1534",14289.982421875,0
"1535",13148.4443359375,3
"1536",14544.703125,3
"1537",14983.9643554688,3
"1538",14814.5854492188,1
"1539",11533.0615234375,0
"1540",14622.7124023438,3
"1541",14300,1
"1542",15702.44140625,1
"1543",11631.2060546875,1
"1544",12977.046875,0
"1545",15974.673828125,4
"1546",12597.2338867188,0
"1547",13532.978515625,0
"1548",15367.6796875,4
"1549",14896.5830078125,0
"1550",12668.0961914062,0
"1551",15839.2895507812,3
"1552",14302.6879882812,0
"1553",13578.9716796875,2
"1554",15573.91796875,3
"1555",15384,0
"1556",11601.748046875,0
"1557",12288,0
"1558",15060.732421875,4
"1559",14108.1811523438,0
"1560",14462.29296875,1
"1561",13534.3520507812,1
"1562",13954.3486328125,0
"1563",15267.5224609375,0
"1564",15710.5903320312,0
"1565",15799.4033203125,3
"1566",14205.9013671875,2
"1567",12225.41015625,3
"1568",14246.400390625,0
"1569",9326.7421875,0
"1570",14099.3203125,0
"1571",10496.7163085938,0
"1572",15812.9228515625,3
"1573",14461.6728515625,0
"1574",12679.451171875,3
"1575",11452.6318359375,3
"1576",12110.4072265625,0
"1577",14053.3442382812,0
"1578",15164.9521484375,0
"1579",11277.755859375,0
"1580",9936.2392578125,4
"1581",12537.435546875,0
"1582",11193.599609375,3
"1583",14243.83984375,2
"1584",11127.466796875,0
"1585",14346.8540039062,0
"1586",14832.24609375,4
"1587",14338.6538085938,4
"1588",13603.2587890625,0
"1589",13137.251953125,0
"1590",11573.4516601562,0
"1591",13495.546875,4
"1592",13603.9296875,0
"1593",15746.24609375,0
"1594",12277.3330078125,3
"1595",14944.7666015625,0
"1596",14230.857421875,3
"1597",15383.2724609375,4
"1598",14444.7998046875,3
"1599",14859.28125,0
"1600",15574.486328125,1
"1601",15813.4853515625,2
"1602",15839.7631835938,2
"1603",13527.4663085938,0
"1604",12030.03125,0
"1605",13551.158203125,0
"1606",15244.7998046875,4
"1607",10282.3837890625,0
"1608",11073.3920898438,1
"1609",12322.2861328125,1
"1610",15357.5615234375,2
"1611",14915.78125,4
"1612",14733.373046875,0
"1613",14081.9541015625,0
"1614",13618.2861328125,0
"1615",10669.3671875,0
"1616",14721.1665039062,0
"1617",13732.69921875,1
"1618",15707.3994140625,2
"1619",13888.5473632812,1
"1620",12946.2861328125,0
"1621",15598.0815429688,4
"1622",12404.0966796875,0
"1623",12659.1240234375,0
"1624",14970.7622070312,1
"1625",15932.9521484375,0
"1626",12262.1206054688,0
"1627",12989.65234375,0
"1628",13159.9877929688,1
"1629",15549.2744140625,1
"1630",9217.4677734375,0
"1631",14075.96875,3
"1632",11550.3959960938,0
"1633",9802.240234375,0
"1634",14707.8740234375,0
"1635",14105.599609375,4
"1636",14425.595703125,1
"1637",14155.0341796875,2
"1638",13270.4208984375,0
"1639",12891.142578125,0
"1640",13512.34765625,2
"1641",10594.3383789062,4
"1642",12168.9614257812,4
"1643",13695.30859375,4
"1644",13119.2583007812,1
"1645",15570.4501953125,0
"1646",14935.771484375,0
"1647",15766.587890625,0
"1648",15616,2
"1649",13131.8515625,4
"1650",15767.6450195312,4
"1651",15440.0732421875,4
"1652",13444.21875,0
"1653",13345.3916015625,0
"1654",13722.5224609375,1
"1655",13399.2724609375,4
"1656",14295.5561523438,0
"1657",14186.146484375,2
"1658",14118.912109375,0
"1659",14870.1323242188,1
"1660",13843.2001953125,0
"1661",14128.5517578125,1
"1662",13596.4443359375,4
"1663",13373.173828125,4
"1664",12554.9716796875,2
"1665",12922.4067382812,3
"1666",13537.0322265625,0
"1667",14774.857421875,4
"1668",16128,0
"1669",10768.623046875,0
"1670",14747.7055664062,0
"1671",13020.0703125,3
"1672",15838.1884765625,4
"1673",14770.763671875,0
"1674",12983.01953125,3
"1675",15327.10546875,0
"1676",14407.44140625,0
"1677",13121.1640625,0
"1678",9775.0205078125,2
"1679",13135.7036132812,2
"1680",11870.611328125,0
"1681",14969.705078125,0
"1682",14672.1923828125,0
"1683",11870.939453125,0
"1684",12476.2978515625,4
"1685",11196.4072265625,3
"1686",12300.1904296875,0
"1687",15276.6987304688,3
"1688",9231.158203125,1
"1689",13744.908203125,0
"1690",15828.9877929688,0
"1691",10438.8349609375,3
"1692",10319.5307617188,0
"1693",14453.4526367188,3
"1694",15932.9521484375,0
"1695",14653.4736328125,1
"1696",13403.5043945312,0
"1697",11997.1953125,0
"1698",13663.4165039062,0
"1699",13567.3256835938,1
"1700",15866.552734375,4
"1701",12984.580078125,0
"1702",15203.6557617188,0
"1703",11846.8920898438,0
"1704",12823.5791015625,2
"1705",12143.2138671875,1
"1706",14271.6650390625,0
"1707",12424.2397460938,0
"1708",12414.6040039062,4
"1709",13270.28125,3
"1710",15000.4213867188,4
"1711",14237.9536132812,3
"1712",14716.4926757812,2
"1713",15261.90625,3
"1714",15851.2294921875,3
"1715",14863.05859375,4
"1716",14588.1215820312,1
"1717",15324.5869140625,0
"1718",13712.6953125,2
"1719",14717.2177734375,4
"1720",14541.1298828125,4
"1721",14771.953125,0
"1722",14734.3134765625,0
"1723",15840.5615234375,9
"1724",13599.306640625,4
"1725",13232.671875,0
"1726",13955.458984375,0
"1727",15860.869140625,4
"1728",15433.142578125,0
"1729",12977.5185546875,0
"1730",12100.435546875,0
"1731",14987.63671875,4
"1732",13136.45703125,0
"1733",15596.6796875,0
"1734",15159.794921875,0
"1735",12993.724609375,3
"1736",13481.0434570312,4
"1737",15411.2001953125,3
"1738",15793.9150390625,0
"1739",15492,4
"1740",14336,4
"1741",15446.587890625,2
"1742",14046.072265625,3
"1743",16128,4
"1744",16003.87890625,3
"1745",12832,1
"1746",15412.0673828125,4
"1747",12398.703125,4
"1748",13129.201171875,0
"1749",14755.9838867188,3
"1750",11256.5439453125,0
"1751",11868.5766601562,4
"1752",15945.955078125,0
"1753",12694.421875,0
"1754",13927.111328125,0
"1755",15702.646484375,4
"1756",13648.056640625,2
"1757",14620.7998046875,3
"1758",14451.267578125,4
"1759",9956.3740234375,2
"1760",14532.0053710938,0
"1761",15472.0546875,0
"1762",14678.1962890625,4
"1763",15850.3198242188,0
"1764",12980.9658203125,2
"1765",11600.1923828125,0
"1766",12931.87890625,0
"1767",13818.552734375,0
"1768",12412.8071289062,0
"1769",16128,3
"1770",14184,0
"1771",15240.533203125,3
"1772",15863.7421875,2
"1773",14385.3037109375,0
"1774",13445.818359375,1
"1775",14529.361328125,1
"1776",12115.1455078125,0
"1777",12986.74609375,0
"1778",13668.9580078125,3
"1779",14064.197265625,3
"1780",14574.93359375,0
"1781",12131.955078125,0
"1782",11277.4736328125,0
"1783",15210.4653320312,4
"1784",14484.3173828125,0
"1785",13555.0703125,0
"1786",13670.400390625,0
"1787",14730.8002929688,3
"1788",14781.4204101562,0
"1789",12948.2109375,3
"1790",12074.2856445312,3
"1791",15174.892578125,4
"1792",15790.2016601562,0
"1793",13863.384765625,0
"1794",15568.0068359375,3
"1795",14855.7578125,0
"1796",14307.5556640625,4
"1797",15062.4545898438,0
"1798",11866.181640625,0
"1799",14808.4365234375,2
"1800",14104.380859375,4
"1801",15810.20703125,2
"1802",14763.5932617188,4
"1803",15771.6826171875,4
"1804",15607.6064453125,3
"1805",13867.5874023438,0
"1806",15032.6552734375,0
"1807",15773.6811523438,4
"1808",15407.6259765625,3
"1809",15058.1494140625,4
"1810",14546.2861328125,2
"1811",15341.1767578125,4
"1812",15114.6669921875,4
"1813",13214.8515625,2
"1814",15570.4111328125,0
"1815",15845.517578125,4
"1816",12605.7270507812,0
"1817",15759.0092773438,2
"1818",14619.056640625,0
"1819",11936.8203125,0
"1820",15690.203125,0
"1821",14686.041015625,0
"1822",14940.0161132812,4
"1823",14771.0366210938,0
"1824",15560,4
"1825",15835.3354492188,0
"1826",13771.8583984375,3
"1827",13622.6088867188,0
"1828",15755.63671875,4
"1829",15653.1611328125,0
"1830",14424.81640625,0
"1831",15714.806640625,4
"1832",14373.0874023438,0
"1833",13486.185546875,0
"1834",11987.0693359375,0
"1835",15590.1411132812,0
"1836",15394.3876953125,4
"1837",13843.2690429688,2
"1838",15062.7099609375,4
"1839",14671.1694335938,4
"1840",15650.8344726562,4
"1841",12760.275390625,1
"1842",14287.6982421875,0
"1843",14506.3662109375,0
"1844",12694.7553710938,1
"1845",13962.6665039062,4
"1846",16003.4213867188,0
"1847",15230.419921875,0
"1848",9466.552734375,0
"1849",14132.869140625,0
"1850",15502.22265625,0
"1851",11424.154296875,0
"1852",15656.7783203125,2
"1853",11880.7524414062,0
"1854",10992.1831054688,3
"1855",14502.7880859375,0
"1856",13476.8818359375,3
"1857",16008.533203125,0
"1858",15695.7373046875,0
"1859",11475.02734375,2
"1860",15619.5556640625,0
"1861",16128,4
"1862",15086.93359375,0
"1863",12443.8173828125,0
"1864",13309.1186523438,0
"1865",10166.4682617188,0
"1866",12705.3916015625,0
"1867",13462.2241210938,2
"1868",15258.0859375,0
"1869",12988.14453125,4
"1870",15215.3046875,4
"1871",13986.1337890625,3
"1872",15616,0
"1873",15925.1098632812,4
"1874",12715.4702148438,2
"1875",15013.9135742188,4
"1876",15682.6298828125,4
"1877",14949.8779296875,0
"1878",14403.541015625,0
"1879",15763.2001953125,0
"1880",15250.6181640625,0
"1881",14718.29296875,4
"1882",14434.8950195312,0
"1883",12166.5209960938,3
"1884",15824,0
"1885",16058.181640625,0
"1886",15367.189453125,4
"1887",16024.3037109375,0
"1888",15565.484375,3
"1889",10991.00390625,3
"1890",13702.9233398438,2
"1891",14978.0512695312,4
"1892",15751.111328125,2
"1893",15750.7841796875,4
"1894",14744.3251953125,0
"1895",14976,4
"1896",13105.7265625,0
"1897",15152.8203125,1
"1898",14126.0688476562,0
"1899",12112,0
"1900",10200.1596679688,0
"1901",13877.78125,2
"1902",14808.0483398438,3
"1903",15024,2
"1904",15689.3286132812,0
"1905",13454.22265625,0
"1906",12412.12109375,0
"1907",14852.7163085938,0
"1908",10756.3388671875,0
"1909",14811.7944335938,0
"1910",15440,4
"1911",14238.896484375,0
"1912",13593.09765625,4
"1913",14199.1728515625,0
"1914",14808.423828125,0
"1915",15519.4755859375,0
"1916",14489.599609375,4
"1917",13370.8051757812,3
"1918",14669.6459960938,0
"1919",12034.265625,0
"1920",15357.3232421875,1
"1921",15360,4
"1922",15370.3764648438,0
"1923",15602.8720703125,0
"1924",13557.3330078125,3
"1925",15158.5883789062,3
"1926",13019.0224609375,0
"1927",15932.9521484375,0
"1928",14085.3334960938,0
"1929",12921.0546875,3
"1930",10536.212890625,1
"1931",14214.4477539062,3
"1932",15603.357421875,3
"1933",14790.8759765625,0
"1934",12371.04296875,0
"1935",11063.6508789062,0
"1936",14969.2626953125,0
"1937",14580.2348632812,0
"1938",15054.22265625,4
"1939",14481.53515625,0
"1940",14104,3
"1941",15256.427734375,0
"1942",15379.1044921875,0
"1943",14896.2099609375,0
"1944",15463.619140625,4
"1945",13686.8344726562,4
"1946",13568,0
"1947",16128,3
"1948",15219.9990234375,1
"1949",13222.5014648438,0
"1950",14662.478515625,0
"1951",13315.9384765625,4
"1952",13148.7998046875,0
"1953",14912.955078125,3
"1954",11445.1303710938,0
"1955",13799.5576171875,4
"1956",14697.599609375,2
"1957",13091.83984375,0
"1958",14925.4453125,0
"1959",15707.2412109375,0
"1960",14464,3
"1961",15099.6611328125,0
"1962",10907.63671875,1
"1963",13657.4750976562,3
"1964",15033.806640625,4
"1965",15001.599609375,0
"1966",16012.5971679688,2
"1967",15164.9521484375,3
"1968",11951.0942382812,0
"1969",15429.189453125,0
"1970",15234.7094726562,0
"1971",14871.5400390625,0
"1972",15480.8110351562,0
"1973",15910.56640625,3
"1974",14114.5166015625,0
"1975",10952.2963867188,2
"1976",14641.9252929688,4
"1977",13662.5649414062,4
"1978",15069.2875976562,4
"1979",11115.3227539062,2
"1980",15114.240234375,0
"1981",14392.4072265625,0
"1982",14670.6430664062,2
"1983",14946.4619140625,0
"1984",14326.400390625,2
"1985",14365.921875,0
"1986",14707.8598632812,4
"1987",15655.384765625,4
"1988",14152.0161132812,0
"1989",14598.3466796875,0
"1990",15319.7861328125,0
"1991",13492.0927734375,0
"1992",15027.6948242188,1
"1993",12850.1997070312,0
"1994",13244.2861328125,0
"1995",14204.12109375,2
"1996",12770.623046875,0
"1997",15398.697265625,0
"1998",11197.3701171875,0
"1999",12597.4487304688,4
"2000",15230.8466796875,4
"2001",14712.404296875,4
"2002",15113.697265625,2
"2003",15440.4213867188,0
"2004",15880.3686523438,2
"2005",13385.142578125,4
"2006",11151.1865234375,0
"2007",13484.7998046875,0
"2008",12143.5244140625,0
"2009",15718.400390625,3
"2010",15831.5458984375,1
"2011",13826.0048828125,0
"2012",14910.5888671875,0
"2013",15528.5849609375,4
"2014",14239.7143554688,0
"2015",14714.5048828125,2
"2016",14792.5581054688,0
"2017",14033.9873046875,0
"2018",14541.5590820312,4
"2019",13142.3706054688,0
"2020",14609.9086914062,4
"2021",13337.2006835938,0
"2022",15786.6669921875,0
"2023",14815.7182617188,0
"2024",15402.6669921875,3
"2025",13984,0
"2026",14784.7529296875,3
"2027",14223.087890625,4
"2028",15343.251953125,0
"2029",15674.5146484375,0
"2030",14074.767578125,4
"2031",13854.5336914062,0
"2032",13773.2729492188,3
"2033",15425.361328125,4
"2034",12495.9604492188,0
"2035",12790.154296875,1
"2036",15741.5849609375,0
"2037",15506.2861328125,1
"2038",15628.4985351562,3
"2039",12541.6298828125,3
"2040",11171.404296875,0
"2041",15798.857421875,0
"2042",12232.8271484375,0
"2043",15681.69921875,0
"2044",13572.6591796875,3
"2045",13502.5776367188,3
"2046",14192.6396484375,0
"2047",12755.2001953125,0
"2048",12111.4482421875,0
"2049",14772.1484375,0
"2050",15073.15625,3
"2051",11759.5595703125,0
"2052",13849.2612304688,2
"2053",14610.2934570312,3
"2054",11925.109375,0
"2055",15429.1767578125,0
"2056",15923.2001953125,3
"2057",15073.8959960938,0
"2058",15467.3544921875,4
"2059",12136.1357421875,2
"2060",13281.8237304688,0
"2061",15268.5712890625,0
"2062",14894.5874023438,2
"2063",10086.400390625,0
"2064",13009.2143554688,0
"2065",15779.404296875,0
"2066",15272.8505859375,0
"2067",13508.4970703125,0
"2068",15764.7275390625,0
"2069",14311.8486328125,4
"2070",15645.767578125,2
"2071",15047.3364257812,3
"2072",15824.6953125,0
"2073",13405.4052734375,0
"2074",15028.0981445312,0
"2075",12822.4536132812,4
"2076",14756.4375,0
"2077",14203.111328125,4
"2078",14194.8720703125,4
"2079",13924.4106445312,0
"2080",15323.4287109375,0
"2081",15685.8588867188,0
"2082",13984.8203125,0
"2083",15183.5673828125,2
"2084",14739.2553710938,3
"2085",15256.380859375,3
"2086",15314.4501953125,0
"2087",14640.8564453125,0
"2088",12724.5322265625,2
"2089",15594.6665039062,0
"2090",15704.3286132812,4
"2091",13244.603515625,0
"2092",12454.1201171875,0
"2093",15858.861328125,4
"2094",12964.5712890625,0
"2095",14625.57421875,3
"2096",14396.2270507812,0
"2097",12335.158203125,0
"2098",9967.376953125,0
"2099",13562.947265625,1
"2100",13977.599609375,4
"2101",14573.1767578125,1
"2102",14650.5146484375,4
"2103",15822.95703125,0
"2104",15813.4858398438,3
"2105",13264.45703125,0
"2106",14344.9741210938,0
"2107",14241.3916015625,3
"2108",14564.4521484375,0
"2109",15674.181640625,4
"2110",12749.4013671875,3
"2111",15360,4
"2112",13457.986328125,0
"2113",15197.8901367188,4
"2114",10511.8188476562,0
"2115",10870.1201171875,0
"2116",13619.716796875,0
"2117",15400.6772460938,0
"2118",15755.63671875,0
"2119",15820.7998046875,4
"2120",14265.029296875,4
"2121",15367.111328125,0
"2122",13809.6181640625,4
"2123",14801.77734375,0
"2124",15388.4443359375,2
"2125",11190.6708984375,3
"2126",14364.7729492188,4
"2127",15526.5244140625,0
"2128",14368.4936523438,0
"2129",12437.7651367188,4
"2130",15342.6489257812,0
"2131",13598.2416992188,4
"2132",15497.3662109375,4
"2133",15069.5380859375,4
"2134",11742.814453125,0
"2135",15755.9912109375,3
"2136",14317.7138671875,3
"2137",15206.400390625,4
"2138",15115.2939453125,1
"2139",12086.857421875,4
"2140",11839.1689453125,4
"2141",16128,2
"2142",15576.275390625,0
"2143",13674.9365234375,1
"2144",15927.65234375,4
"2145",10299.8134765625,1
"2146",13308.1977539062,0
"2147",15718.400390625,4
"2148",13848.0942382812,4
"2149",15879.7578125,0
"2150",15347.8095703125,1
"2151",13461.6884765625,0
"2152",11747.3916015625,3
"2153",14831.794921875,0
"2154",11711.51171875,0
"2155",12157.173828125,3
"2156",16128,0
"2157",15724.6591796875,3
"2158",12168.0561523438,0
"2159",15244.6201171875,3
